timestamp,level,subsystem,event_code,entity_id,message,station,firmware,test_step,chamber_temp_c,board_temp_c,supply_v,current_a,rssi_dbm,packet_loss_pct
2026-08-19T09:05:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-019,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,Ramp,53.1,57.9,12.00,0.86,-59,0.0
2026-08-19T09:05:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-020,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,Ramp,54.2,59.3,11.99,0.87,-60,0.1
2026-08-19T09:05:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-017,Radio health check completed,CHAMBER-A3,4.8.12-rc2,Ramp,55.2,59.3,11.99,0.89,-61,0.0
2026-08-19T09:05:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-018,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,Ramp,56.3,60.8,11.98,0.91,-62,0.0
2026-08-19T09:06:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-019,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,Ramp,57.4,62.2,12.01,0.82,-58,0.0
2026-08-19T09:06:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-020,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,Ramp,58.5,63.6,12.00,0.84,-59,0.0
2026-08-19T09:06:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-017,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,Ramp,59.6,63.7,11.99,0.86,-60,0.0
2026-08-19T09:06:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-018,Radio health check completed,CHAMBER-A3,4.8.12-rc2,Ramp,60.6,65.1,11.99,0.87,-61,0.0
2026-08-19T09:06:48.000Z,DEBUG,PowerRail,POWER_STABLE,DUT-019,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,Ramp,61.7,66.5,11.98,0.89,-62,0.0
2026-08-19T09:07:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-020,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,Ramp,62.8,68.0,12.01,0.91,-58,0.0
2026-08-19T09:07:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-017,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,Ramp,63.9,68.0,12.00,0.82,-59,0.1
2026-08-19T09:07:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-018,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,Ramp,65.0,69.4,11.99,0.84,-60,0.0
2026-08-19T09:07:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-019,Radio health check completed,CHAMBER-A3,4.8.12-rc2,Ramp,66.0,70.8,11.99,0.86,-61,0.0
2026-08-19T09:07:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-020,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,Ramp,67.1,72.3,11.98,0.87,-62,0.0
2026-08-19T09:08:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-017,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.3,12.01,0.89,-58,0.0
2026-08-19T09:08:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-018,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.8,12.00,0.91,-59,0.0
2026-08-19T09:08:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-019,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.4,11.99,0.82,-60,0.0
2026-08-19T09:08:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-020,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.9,11.99,0.84,-61,0.0
2026-08-19T09:08:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-017,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.0,11.98,0.86,-62,0.0
2026-08-19T09:09:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-018,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.4,12.01,0.87,-58,0.1
2026-08-19T09:09:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-019,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.9,12.00,0.89,-59,0.0
2026-08-19T09:09:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-020,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.4,11.99,0.91,-60,0.0
2026-08-19T09:09:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-017,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.5,11.99,0.82,-61,0.0
2026-08-19T09:09:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-018,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.1,11.98,0.84,-62,0.0
2026-08-19T09:10:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-019,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.6,12.01,0.86,-58,0.0
2026-08-19T09:10:12.000Z,DEBUG,TestHarness,SAMPLE_OK,DUT-020,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,73.0,12.00,0.87,-59,0.0
2026-08-19T09:10:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-017,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.1,11.99,0.89,-60,0.0
2026-08-19T09:10:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-018,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.6,11.99,0.91,-61,0.0
2026-08-19T09:10:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-019,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.0,11.98,0.82,-62,0.1
2026-08-19T09:11:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-020,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.5,12.01,0.84,-58,0.0
2026-08-19T09:11:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-017,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,71.7,12.00,0.86,-59,0.0
2026-08-19T09:11:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-018,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.2,11.99,0.87,-60,0.0
2026-08-19T09:11:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-019,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.7,11.99,0.89,-61,0.0
2026-08-19T09:11:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-020,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,73.1,11.98,0.91,-62,0.0
2026-08-19T09:12:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-017,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.2,12.01,0.82,-58,0.0
2026-08-19T09:12:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-018,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.7,12.00,0.84,-59,0.0
2026-08-19T09:12:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-019,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.2,11.99,0.86,-60,0.0
2026-08-19T09:12:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-020,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.8,11.99,0.87,-61,0.1
2026-08-19T09:12:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-017,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,71.9,11.98,0.89,-62,0.0
2026-08-19T09:13:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-018,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.3,12.01,0.91,-58,0.0
2026-08-19T09:13:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-019,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.8,12.00,0.82,-59,0.0
2026-08-19T09:13:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-020,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,73.3,11.99,0.84,-60,0.0
2026-08-19T09:13:36.000Z,DEBUG,Radio,RADIO_HEALTH,DUT-017,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.3,11.99,0.86,-61,0.0
2026-08-19T09:13:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-018,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.8,11.98,0.87,-62,0.0
2026-08-19T09:14:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-019,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.4,12.01,0.89,-58,0.0
2026-08-19T09:14:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-020,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.9,12.00,0.91,-59,0.0
2026-08-19T09:14:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-017,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.0,11.99,0.82,-60,0.1
2026-08-19T09:14:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-018,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.4,11.99,0.84,-61,0.0
2026-08-19T09:14:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-019,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.9,11.98,0.86,-62,0.0
2026-08-19T09:15:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-020,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.4,12.01,0.87,-58,0.0
2026-08-19T09:15:03.000Z,WARN,ThermalControl,TEMP_LIMIT_WARN,DUT-018,Board temperature exceeded warning limit,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.4,76.8,11.98,1.12,-60,0.1
2026-08-19T09:15:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-017,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.5,12.00,0.89,-59,0.0
2026-08-19T09:15:21.000Z,WARN,ThermalControl,FAN_RESPONSE_SLOW,DUT-018,Cooling fan response lagged commanded speed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.6,77.2,11.97,1.18,-60,0.1
2026-08-19T09:15:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-018,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.1,11.99,0.91,-60,0.0
2026-08-19T09:15:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-019,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.6,11.99,0.82,-61,0.0
2026-08-19T09:15:39.000Z,ERROR,ThermalControl,TEMP_LIMIT_ERROR,DUT-018,Board temperature exceeded test limit,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.8,78.4,11.96,1.24,-61,0.2
2026-08-19T09:15:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-020,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,73.0,11.98,0.84,-62,0.0
2026-08-19T09:15:57.000Z,WARN,SensorBus,SENSOR_CRC_RETRY,DUT-018,Temperature sensor frame required CRC retry,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.9,78.1,11.96,1.20,-61,0.2
2026-08-19T09:16:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-017,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.1,12.01,0.86,-58,0.0
2026-08-19T09:16:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-018,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.6,12.00,0.87,-59,0.1
2026-08-19T09:16:15.000Z,WARN,ThermalControl,TEMP_LIMIT_WARN,DUT-018,Board temperature remained above warning limit,CHAMBER-A3,4.8.12-rc2,HighTempSoak,72.0,77.9,11.95,1.21,-61,0.2
2026-08-19T09:16:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-019,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.0,11.99,0.89,-60,0.0
2026-08-19T09:16:33.000Z,ERROR,ThermalControl,TEMP_LIMIT_ERROR,DUT-018,Thermal control failed to recover within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,72.0,78.7,11.95,1.27,-62,0.3
2026-08-19T09:16:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-020,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.5,11.99,0.91,-61,0.0
2026-08-19T09:16:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-017,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,71.7,11.98,0.82,-62,0.0
2026-08-19T09:16:51.000Z,WARN,TestHarness,DUT_SAMPLE_DELAYED,DUT-018,Thermal diagnostic sample completed late,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.9,78.2,11.96,1.23,-62,0.2
2026-08-19T09:17:00.000Z,DEBUG,SensorBus,SENSOR_POLL,DUT-018,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.2,12.01,0.84,-58,0.0
2026-08-19T09:17:09.000Z,WARN,SensorBus,SENSOR_CRC_RETRY,DUT-019,Adjacent sensor channel reported transient CRC retries,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.8,75.3,11.98,1.03,-63,0.3
2026-08-19T09:17:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-019,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.7,12.00,0.86,-59,0.0
2026-08-19T09:17:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-020,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,73.1,11.99,0.87,-60,0.0
2026-08-19T09:17:27.000Z,ERROR,ThermalControl,TEMP_LIMIT_ERROR,DUT-018,Temperature again crossed the configured test limit,CHAMBER-A3,4.8.12-rc2,HighTempSoak,71.7,78.5,11.95,1.25,-61,0.2
2026-08-19T09:17:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-017,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.2,11.99,0.89,-61,0.0
2026-08-19T09:17:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-018,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.7,11.98,0.91,-62,0.0
2026-08-19T09:18:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-019,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.2,12.01,0.82,-58,0.1
2026-08-19T09:18:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-020,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.8,12.00,0.84,-59,0.0
2026-08-19T09:18:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-017,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,71.9,11.99,0.86,-60,0.0
2026-08-19T09:18:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-018,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.3,11.99,0.87,-61,0.0
2026-08-19T09:18:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-019,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.8,11.98,0.89,-62,0.0
2026-08-19T09:19:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-020,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,73.3,12.01,0.91,-58,0.0
2026-08-19T09:19:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-017,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.3,12.00,0.82,-59,0.0
2026-08-19T09:19:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-018,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.8,11.99,0.84,-60,0.0
2026-08-19T09:19:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-019,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.4,11.99,0.86,-61,0.0
2026-08-19T09:19:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-020,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.9,11.98,0.87,-62,0.1
2026-08-19T09:20:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-017,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.0,12.01,0.89,-58,0.0
2026-08-19T09:20:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-018,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.4,12.00,0.91,-59,0.0
2026-08-19T09:20:24.000Z,DEBUG,ThermalControl,THERMAL_STABLE,DUT-019,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.9,11.99,0.82,-60,0.0
2026-08-19T09:20:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-020,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.4,11.99,0.84,-61,0.0
2026-08-19T09:20:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-017,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,72.5,11.98,0.86,-62,0.0
2026-08-19T09:21:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-018,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.1,12.01,0.87,-58,0.0
2026-08-19T09:21:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-019,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.6,12.00,0.89,-59,0.0
2026-08-19T09:21:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-020,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,73.0,11.99,0.91,-60,0.0
2026-08-19T09:21:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-017,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,72.1,11.99,0.82,-61,0.1
2026-08-19T09:21:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-018,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.6,11.98,0.84,-62,0.0
2026-08-19T09:22:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-019,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,73.0,12.01,0.86,-58,0.0
2026-08-19T09:22:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-020,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.5,12.00,0.87,-59,0.0
2026-08-19T09:22:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-017,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,71.7,11.99,0.89,-60,0.0
2026-08-19T09:22:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-018,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,72.2,11.99,0.91,-61,0.0
2026-08-19T09:22:48.000Z,INFO,PowerRail,POWER_STABLE,DUT-019,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.7,11.98,0.82,-62,0.0
2026-08-19T09:23:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-020,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.0,73.1,12.01,0.84,-58,0.0
2026-08-19T09:23:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-017,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.1,72.2,12.00,0.86,-59,0.0
2026-08-19T09:23:24.000Z,INFO,ThermalControl,THERMAL_STABLE,DUT-018,Thermal regulation within expected band,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.2,72.7,11.99,0.87,-60,0.1
2026-08-19T09:23:36.000Z,INFO,Radio,RADIO_HEALTH,DUT-019,Radio health check completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,68.4,73.2,11.99,0.89,-61,0.0
2026-08-19T09:23:48.000Z,DEBUG,PowerRail,POWER_STABLE,DUT-020,Power rail remained within tolerance,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.6,72.8,11.98,0.91,-62,0.0
2026-08-19T09:24:00.000Z,INFO,SensorBus,SENSOR_POLL,DUT-017,Sensor bus poll completed,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.8,71.9,12.01,0.82,-58,0.0
2026-08-19T09:24:12.000Z,INFO,TestHarness,SAMPLE_OK,DUT-018,Measurement sample within expected limits,CHAMBER-A3,4.8.12-rc2,HighTempSoak,67.9,72.3,12.00,0.84,-59,0.0
